ID;AtcCode;Name;FormOfInjection;Strength;LegalStatus;Reimbursement;Manufacturer;Spc;Pil;ValidFrom;ValidTo
4058;N03AX16;LYRICA;capsule, hard;150mg;Prescription;No;Pfizer Europe MA EEIG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000546/WC500046602.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000546/WC500046602.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4059;L04AA37;OLUMIANT;film-coated tablet;2mg;Prescription;No;Eli Lilly Nederland B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004085/WC500223723.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004085/WC500223723.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4060;C09DA03;VALSARTAN HYDROCHLOROTHIAZIDE LICONSA 80MG/12.5MG;film-coated tablet;80mg +12,5mg;Prescription;No;LABORATORIOS LICONSA, S.A.;SPC_1345531.pdf;PIL_1345531.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4061;C01EB18;RANEXA;prolonged-release tablet;750mg;Prescription;No;Menarini International Operations Luxembourg S.A.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000805/WC500045937.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000805/WC500045937.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4062;J01DD04;CEFTRIAXONE MIP 2 G;powder for solution for infusion;2g;Prescription;No;MIP Pharma GmbH;SPC_1532146.pdf;PIL_1532146.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4063;M05BB03;FOSAVANCE;tablet;70mg +5600RÜ;Prescription;Yes;Merck Sharp & Dohme B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000619/WC500024251.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000619/WC500024251.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4064;J01FA09;KLERIMED 500MG;film-coated tablet;500mg;Prescription;Yes;Medochemie Ltd.;SPC_1110238.pdf;PIL_1110238.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4065;C03CA04;TORASEMIDE HEXAL;tablet;10mg;Prescription;Yes;First Pharma OÜ;SPC_1770892.pdf;PIL_1770892.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4066;C09AA15;ZOFISTAR 30MG;film-coated tablet;30mg;Prescription;No;Menarini International Operations Luxembourg S.A.;SPC_1616037.pdf;PIL_1616037.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4067;M05BA07;RISENDROS 35MG;film-coated tablet;35mg;Prescription;Yes;Zentiva k.s.;SPC_1285680.pdf;PIL_1285680.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4068;B02BD02;ADYNOVI;powder and solvent for solution for injection;1000RÜ;Prescription;No;Baxalta Innovations GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004195/WC500243895.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004195/WC500243895.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4069;L04AB01;ENBREL;solution for injection in pre-filled syringe;50mg 1ml;Prescription;No;Pfizer Europe MA EEIG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000262/WC500027361.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000262/WC500027361.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4070;N05AX12;PAXIFOR;tablet;20mg;Prescription;No;AS Grindeks;SPC_1651799.pdf;PIL_1651799.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4071;N03AX14;LEVETIRACETAM ACTAVIS GROUP;oral solution;100mg 1ml;Prescription;No;Actavis Group PTC ehf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002305/WC500119007.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002305/WC500119007.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4072;N03AG01;ORFIRIL SAFT;oral solution;60mg 1ml;Prescription;Yes;Desitin Arzneimittel GmbH;SPC_1025536.pdf;PIL_1025536.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4073;M01AE01;IBUPROFEN LANNACHER;film-coated tablet;600mg;Prescription;Yes;G.L. Pharma GmbH;SPC_1032714.pdf;PIL_1032714.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4074;J01DB05;DURACEF;powder for oral suspension;50mg 1ml;Prescription;Yes;PharmaSwiss Ceska republika s.r.o;SPC_1067318.pdf;PIL_1067318.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4075;L03AB10;VIRAFERONPEG;powder and solvent for solution for injection;100mcg;Prescription;No;Merck Sharp & Dohme;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000329/WC500051384.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000329/WC500051384.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4076;J07BC02;HAVRIX;suspension for injection;720ELISA ühik 0.5ml;Prescription;No;GlaxoSmithKline Biologicals s.a.;SPC_1027000.pdf;PIL_1027000.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4077;L01XX55;RUBRACA;film-coated tablet;250mg;Prescription;No;Clovis Oncology UK Ltd.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004272/WC500249806.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004272/WC500249806.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4078;J05AG01;VIRAMUNE;prolonged-release tablet;400mg;Prescription;No;BOEHRINGER INGELHEIM INTERNATIONAL GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000183/WC500051481.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000183/WC500051481.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4079;N03AX15;ZONEGRAN;orodispersible tablet;100mg;Prescription;No;Eisai Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000577/WC500052431.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000577/WC500052431.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4080;N06AX16;EFEXOR XR;prolonged-release capsule, hard;150mg;Hospital use,Prescription;No;Pfizer Europe MA EEIG;SPC_1068791.pdf;PIL_1068791.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4081;N03AX14;KEPPRA;concentrate for solution for infusion;100mg 1ml;Prescription;No;UCB Pharma SA;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000277/WC500041334.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000277/WC500041334.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4082;R03AK06;SERETIDE DISKUS 500;inhalation powder, pre-dispensed;50mcg +500mcg 1annust;Prescription;Yes;Glaxo Wellcome UK Limited trading as Glaxo Wellcome Operations;SPC_1153167.pdf;PIL_1153167.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4083;R03DA04;RETAFYLLIN;prolonged-release tablet;300mg;Prescription;Yes;Orion Corporation;SPC_1124042.pdf;PIL_1124042.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4084;N04BC05;OPRYMEA;tablet;0,35mg;Prescription;No;KRKA d.d., Novo mesto;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000941/WC500046573.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000941/WC500046573.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4085;L01CD01;PACLITAXEL ACCORD 6MG/ML;concentrate for solution for infusion;6mg 1ml;Prescription;No;Accord Healthcare Limited;SPC_1598474.pdf;PIL_1598474.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4086;C09AA04;STOPRESS;tablet;8mg;Prescription;Yes;Pharmaceutical Works Polpharma S.A.;SPC_1302871.pdf;PIL_1302871.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4087;C09CA03;VAMADRID;film-coated tablet;40mg;Prescription;No;LABORATORIOS LICONSA, S.A.;SPC_1383522.pdf;PIL_1383522.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4088;A10BH01;JANUVIA;film-coated tablet;25mg;Prescription;Yes;Merck Sharp & Dohme B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000722/WC500039054.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000722/WC500039054.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4089;G03AA07;ASUMATE;film-coated tablet;0,1mg +0,02mg/0 +0;Prescription;No;UAB Exeltis Baltics;SPC_1596168.pdf;PIL_1596168.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4090;A16AX05;WILZIN;capsule, hard;25mg;Prescription;Yes;Orphan Europe SARL;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000535/WC500040799.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000535/WC500040799.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4091;A08AA62;MYSIMBA;prolonged-release tablet;90mg +8mg;Prescription;No;Orexigen Therapeutics Ireland Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003687/WC500185580.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003687/WC500185580.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4092;C10AX12;LOJUXTA;capsule, hard;40mg;Prescription;No;Amryt Pharmaceuticals DAC;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002578/WC500148549.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002578/WC500148549.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4093;J01FA10;AZITROX 500 MG;film-coated tablet;500mg;Prescription;No;Zentiva k.s.;SPC_1113398.pdf;PIL_1113398.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4094;C08CA09;LACIPIL 6MG;film-coated tablet;6mg;Prescription;Yes;GlaxoSmithKline SpA;SPC_1122567.pdf;PIL_1122567.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4095;N06AB10;ESCITALOPRAM ACCORD 10 MG;film-coated tablet;10mg;Prescription;Yes;Accord Healthcare Limited;SPC_1488540.pdf;PIL_1488540.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4096;L01XC02;RITUZENA;concentrate for solution for infusion;10mg 1ml;Prescription;No;Celltrion Healthcare Hungary Kft.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004724/WC500233490.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004724/WC500233490.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4097;L01BA04;PEMETREXED SANDOZ;powder for concentrate for solution for infusion;100mg;Prescription;No;Sandoz GmbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004011/WC500194770.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004011/WC500194770.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4098;L04AX03;METEX;solution for injection in pre-filled pen;20mg 0.4ml;Prescription;No;medac GmbH;SPC_1574579.pdf;PIL_1574579.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4099;L01XX27;TRISENOX;concentrate for solution for infusion;1mg 1ml;Prescription;No;Teva B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000388/WC500042844.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000388/WC500042844.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4100;B05DB80;PHYSIONEAL 40 GLUKOSE 13,6 MG/ML;solution for peritoneal dialysis;13,6mg 1ml;Prescription;No;Baxter OY;SPC_1381799.pdf;PIL_1381799.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4101;B03XA02;ARANESP;solution for injection in pre-filled pen;150mcg 0.3ml;Prescription;No;Amgen Europe B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000332/WC500026149.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000332/WC500026149.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4102;C10AA07;ROSUCHEN;film-coated tablet;20mg;Prescription;No;Antibiotice SA;SPC_1682355.pdf;PIL_1682355.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4103;L01XX55;RUBRACA;film-coated tablet;300mg;Prescription;No;Clovis Oncology UK Ltd.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004272/WC500249806.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004272/WC500249806.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4104;V08AB05;ULTRAVIST;solution for injection/infusion;769mg 1ml;Prescription;No;Bayer AG;SPC_1004836.pdf;PIL_1004836.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4105;N04BD02;SAGILIA;tablet;1mg;Prescription;Yes;Medochemie Ltd;SPC_1679272.pdf;PIL_1679272.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4106;B05DB80;PHYSIONEAL 35 CLEAR-FLEX GLUCOSE 13,6 MG/ML;solution for peritoneal dialysis;1,36%;Prescription;No;OÜ Baxter Estonia;SPC_1643419.pdf;PIL_1643419.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4107;M05BA08;ZOLEDRONIC ACID MEDAC;concentrate for solution for infusion;0,8mg 1ml;Prescription;No;medac Gesellschaft für klinische Spezialpräparate mbH;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002359/WC500131050.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002359/WC500131050.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4108;B02BD06;IMMUNATE 250 RÜ/190 RÜ;powder and solvent for solution for injection;190RÜ +250RÜ;Prescription;Yes;Baxalta Innovations GmbH;SPC_1038079.pdf;PIL_1038079.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4109;B01AF01;XARELTO;film-coated tablet;10mg;Prescription;Yes;Bayer AG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000944/WC500057108.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000944/WC500057108.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4110;N03AX16;PREGABALIN ACCORD;capsule, hard;300mg;Prescription;No;Accord Healthcare Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004024/WC500193764.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004024/WC500193764.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4111;V10XX03;XOFIGO;solution for injection;1100kBq 1ml;Prescription;No;Bayer AG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002653/WC500156172.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002653/WC500156172.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4112;N06DX01;MEMANTINE ACCORD;film-coated tablet;10mg;Prescription;Yes;Accord Healthcare Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002766/WC500158283.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002766/WC500158283.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4113;N05AX12;ABILIFY MAINTENA;powder and solvent for prolonged-release suspension for injection in pre-filled syringe;300mg;Prescription;No;Otsuka Pharmaceutical Europe Ltd.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002755/WC500156111.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002755/WC500156111.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4114;C10AA04;LESCOL XL;prolonged-release tablet;80mg;Prescription;No;First Pharma OÜ;SPC_1686595.pdf;PIL_1686595.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4115;H05BX01;CINACALCET TEVA;film-coated tablet;30mg;Prescription;Yes;Teva B.V.;SPC_1667370.pdf;PIL_1667370.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4116;B03XA82;RETACRIT;solution for injection in pre-filled syringe;10000RÜ 1ml;Prescription;No;Hospira UK Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000872/WC500054377.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000872/WC500054377.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4117;N05CD08;DORMICUM;solution for injection/infusion;5mg 1ml;Prescription;No;Roche Eesti OÜ;SPC_1164822.pdf;PIL_1164822.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4118;L01XE18;JAKAVI;tablet;15mg;Prescription;Yes;Novartis Europharm Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002464/WC500133223.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002464/WC500133223.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4119;S01BA01;OZURDEX;intravitreal implant in applicator;700mcg;Prescription;No;Allergan Pharmaceuticals Ireland;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001140/WC500095499.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001140/WC500095499.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4120;A10BA02;METFORAL 1000 MG;film-coated tablet;1000mg;Hospital use,Prescription;Yes;Laboratori Guidotti S.p.A.;SPC_1164798.pdf;PIL_1164798.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4121;C09DA07;TOLUCOMBI;tablet;40mg +12,5mg;Prescription;Yes;Krka, d.d., Novo mesto;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002549/WC500141639.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002549/WC500141639.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4122;H05BX02;ZEMPLAR;capsule, soft;2mcg;Prescription;Yes;AbbVie SIA;SPC_1299438.pdf;PIL_1299438.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4123;V09GA02;MYOVIEW;powder for solution for injection;0,23mg;Prescription;No;GE Healthcare Limited;SPC_1087130.pdf;PIL_1087130.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4124;N05AH04;KVENTIAX SR;prolonged-release tablet;300mg;Prescription;Yes;Krka d.d. Novo Mesto;SPC_1636916.pdf;PIL_1636916.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4125;C09BX01;CO-DALNESSA;tablet;4mg +10mg +1,25mg;Prescription;Yes;KRKA d.d., Novo mesto;SPC_1602481.pdf;PIL_1602481.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4126;L01XX19;IRINOTECAN ACCORD;concentrate for solution for infusion;20mg 1ml;Prescription;No;Accord Healthcare Limited;SPC_1681950.pdf;PIL_1681950.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4127;C09CA03;VAMADRID;film-coated tablet;80mg;Prescription;No;LABORATORIOS LICONSA, S.A.;SPC_1383577.pdf;PIL_1383577.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4128;D07AC13;ELOCON;cream;1mg 1g;Prescription;Yes;Merck Sharp & Dohme B.V.;SPC_1028955.pdf;PIL_1028955.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4129;N05BA12;ALPRAZOLAM-GRINDEKS;tablet;0,25mg;Prescription;No;AS Grindeks;SPC_1010439.pdf;PIL_1010439.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4130;C02AC05;STADAPRESS;film-coated tablet;0,3mg;Prescription;No;STADA  Arzneimittel AG;SPC_1155721.pdf;PIL_1155721.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4131;A16AB12;VIMIZIM;concentrate for solution for infusion;1mg 1ml;Prescription;No;BioMarin Europe Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002779/WC500169239.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002779/WC500169239.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4132;R03AK06;SERETIDE INHALER;pressurised inhalation, suspension;25mcg +250mcg 1annust;Prescription;Yes;Glaxo Wellcome UK Limited trading as Glaxo Wellcome Operations;SPC_1107357.pdf;PIL_1107357.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4133;L01XE01;IMATINIB ACCORD;film-coated tablet;400mg;Prescription;No;Accord Healthcare Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002681/WC500145558.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002681/WC500145558.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4134;J05AR04;TRIZIVIR;film-coated tablet;300mg +150mg +300mg;Prescription;No;ViiV Healthcare UK Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000338/WC500043448.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000338/WC500043448.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4135;N05AH03;ZYPREXA;coated tablet;2,5mg;Prescription;No;Eli Lilly Nederland B.V.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000115/WC500055207.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000115/WC500055207.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4136;C09AA02;EDNYT;tablet;20mg;Prescription;Yes;Gedeon Richter Plc.;SPC_1087512.pdf;PIL_1087512.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4137;C09DB04;TELDIPIN;tablet;40mg +5mg;Prescription;No;KRKA d.d., Novo mesto;SPC_1706868.pdf;PIL_1706868.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4138;L01XX32;BORTEZOMIB PHARMASWISS;powder for solution for injection;3,5mg;Prescription;No;PharmaSwiss Ceska republika s.r.o;SPC_1646120.pdf;PIL_1646120.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4139;S01ED82;GANFORT;eye drops, solution in single-dose container;5mg +0,3mg 1ml;Prescription;No;Allergan Pharmaceuticals Ireland;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000668/WC500020625.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000668/WC500020625.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4140;C09AA02;BERLIPRIL 20 MG;tablet;20mg;Prescription;Yes;Berlin-Chemie AG (Menarini Group);SPC_1013601.pdf;PIL_1013601.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4141;C09DB02;OLMESARTAN MEDOXOMIL/AMLODIPINE SANDOZ;film-coated tablet;40mg +10mg;Prescription;No;Sandoz Pharmaceuticals d.d.;SPC_1754591.pdf;PIL_1754591.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4142;C09BA02;CO-RENITEC;tablet;20mg +12,5mg;Prescription;Yes;Merck Sharp & Dohme OÜ;SPC_1074888.pdf;PIL_1074888.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4143;L01AX03;TEMOZOLOMIDE HEXAL;capsule, hard;180mg;Prescription;No;HEXAL AG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001127/WC500079448.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001127/WC500079448.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4144;C09DA07;TELMISARTAN/HYDROCHLOROTHIAZIDE ACCORD;tablet;40mg +12,5mg;Prescription;No;Accord Healthcare Limited;SPC_1712179.pdf;PIL_1712179.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4145;A10BB12;AMARYL;tablet;4mg;Prescription;Yes;Sanofi-Aventis Estonia OÜ;SPC_1125391.pdf;PIL_1125391.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4146;L03AB05;INTRONA;solution for injection/infusion;10000000RÜ 1ml;Prescription;No;Merck Sharp & Dohme Ltd;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000281/WC500034679.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000281/WC500034679.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4147;S01GX06;EMADINE;eye drops, solution;0,5mg 1ml;Prescription;No;Novartis Europharm Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000223/WC500025131.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000223/WC500025131.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4148;C03DA01;SPIRIX;tablet;100mg;Prescription;Yes;Takeda Pharma AS;SPC_1001091.pdf;PIL_1001091.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4149;B02BD02;ADVATE;powder and solvent for solution for injection;500RÜ;Prescription;No;Baxter AG;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000520/WC500022467.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000520/WC500022467.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4150;L04AA26;BENLYSTA;solution for injection in pre-filled pen;200mg 1ml;Prescription;No;Glaxo Group Ltd.;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002015/WC500110150.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002015/WC500110150.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4151;R03DX05;XOLAIR;powder and solvent for solution for injection;75mg;Prescription;No;Novartis Europharm Limited;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000606/WC500057298.pdf;http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000606/WC500057298.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4152;N01BB02;LIDOCAINE CLARIS;solution for injection;20mg 1ml;Prescription;No;Claris Lifesciences (UK) Limited;SPC_1546994.pdf;PIL_1546994.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
4153;C09CA02;TEVETEN;film-coated tablet;600mg;Prescription;No;BGP Products SIA;SPC_1081101.pdf;PIL_1081101.pdf;0001-01-01T00:00:01;9999-12-31T23:59:59
